NDC,CUI_L1_NAME,BRAND_GENERIC,CUI_L2_NAME_ARRAY,INGREDIENT_NAME_ARRAY,BRANDED_INGREDIENT_NAME_ARRAY,PKG_STRENGTH,PKG_QTY,STRENGTH_MG,DFG_NAME_ARRAY,DF_NAME_ARRAY,PIN_NAME_ARRAY,ALL_INGREDIENTS
16714047401,hydroxychloroquine sulfate 200 mg oral tablet,generic,"[
  ""hydroxychloroquine sulfate 200 mg""
]","[
  ""hydroxychloroquine""
]",[],200 MG,,200.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""hydroxychloroquine Oral Product"",
  ""hydroxychloroquine Pill""
]","[
  ""hydroxychloroquine sulfate""
]",hydroxychloroquine
16714047801,amoxicillin 875 mg / clavulanate 125 mg oral tablet,generic,"[
  ""amoxicillin 875 mg"",
  ""clavulanate 125 mg""
]","[
  ""amoxicillin"",
  ""clavulanate""
]",[],875 MG / 125 MG,,875.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amoxicillin / clavulanate Oral Product"",
  ""amoxicillin / clavulanate Pill""
]",,amoxicillin || clavulanate
16714047802,amoxicillin 875 mg / clavulanate 125 mg oral tablet,generic,"[
  ""amoxicillin 875 mg"",
  ""clavulanate 125 mg""
]","[
  ""amoxicillin"",
  ""clavulanate""
]",[],875 MG / 125 MG,,875.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amoxicillin / clavulanate Oral Product"",
  ""amoxicillin / clavulanate Pill""
]",,amoxicillin || clavulanate
16714048101,tramadol hydrochloride 50 mg oral tablet,generic,"[
  ""tramadol hydrochloride 50 mg""
]","[
  ""tramadol""
]",[],50 MG (expressed as tramadol hydrochloride),,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tramadol Oral Product"",
  ""tramadol Pill""
]","[
  ""tramadol hydrochloride""
]",tramadol
16714048102,tramadol hydrochloride 50 mg oral tablet,generic,"[
  ""tramadol hydrochloride 50 mg""
]","[
  ""tramadol""
]",[],50 MG (expressed as tramadol hydrochloride),,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tramadol Oral Product"",
  ""tramadol Pill""
]","[
  ""tramadol hydrochloride""
]",tramadol
16714048103,tramadol hydrochloride 50 mg oral tablet,generic,"[
  ""tramadol hydrochloride 50 mg""
]","[
  ""tramadol""
]",[],50 MG (expressed as tramadol hydrochloride),,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tramadol Oral Product"",
  ""tramadol Pill""
]","[
  ""tramadol hydrochloride""
]",tramadol
16714048202,loratadine 10 mg oral tablet,generic,"[
  ""loratadine 10 mg""
]","[
  ""loratadine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""loratadine Oral Product"",
  ""loratadine Pill""
]",,loratadine
16714048203,loratadine 10 mg oral tablet,generic,"[
  ""loratadine 10 mg""
]","[
  ""loratadine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""loratadine Oral Product"",
  ""loratadine Pill""
]",,loratadine
16714049401,amoxicillin 500 mg / clavulanate 125 mg oral tablet,generic,"[
  ""amoxicillin 500 mg"",
  ""clavulanate 125 mg""
]","[
  ""amoxicillin"",
  ""clavulanate""
]",[],500 MG / 125 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amoxicillin / clavulanate Oral Product"",
  ""amoxicillin / clavulanate Pill""
]",,amoxicillin || clavulanate
16714049601,betamethasone 0.5 mg/ml / clotrimazole 10 mg/ml topical cream,generic,"[
  ""clotrimazole 10 mg/ml"",
  ""betamethasone 0.5 mg/ml""
]","[
  ""betamethasone"",
  ""clotrimazole""
]",[],0.5 MG/ML / 10 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""betamethasone / clotrimazole Topical Product""
]",,betamethasone || clotrimazole
16714049602,betamethasone 0.5 mg/ml / clotrimazole 10 mg/ml topical cream,generic,"[
  ""clotrimazole 10 mg/ml"",
  ""betamethasone 0.5 mg/ml""
]","[
  ""betamethasone"",
  ""clotrimazole""
]",[],0.5 MG/ML / 10 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""betamethasone / clotrimazole Topical Product""
]",,betamethasone || clotrimazole
16714050201,fluocinonide 0.0005 mg/mg topical ointment,generic,"[
  ""fluocinonide 0.0005 mg/mg""
]","[
  ""fluocinonide""
]",[],0.0005 MG/MG,,0.0,"[
  ""Topical Product""
]","[
  ""fluocinonide Topical Product""
]",,fluocinonide
16714050202,fluocinonide 0.0005 mg/mg topical ointment,generic,"[
  ""fluocinonide 0.0005 mg/mg""
]","[
  ""fluocinonide""
]",[],0.0005 MG/MG,,0.0,"[
  ""Topical Product""
]","[
  ""fluocinonide Topical Product""
]",,fluocinonide
16714050302,gabapentin 100 mg oral capsule,generic,"[
  ""gabapentin 100 mg""
]","[
  ""gabapentin""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714050401,gabapentin 300 mg oral capsule,generic,"[
  ""gabapentin 300 mg""
]","[
  ""gabapentin""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714050402,gabapentin 300 mg oral capsule,generic,"[
  ""gabapentin 300 mg""
]","[
  ""gabapentin""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714050501,gabapentin 400 mg oral capsule,generic,"[
  ""gabapentin 400 mg""
]","[
  ""gabapentin""
]",[],400 MG,,400.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714053111,sumatriptan 25 mg oral tablet,generic,"[
  ""sumatriptan 25 mg""
]","[
  ""sumatriptan""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sumatriptan Oral Product"",
  ""sumatriptan Pill""
]","[
  ""sumatriptan succinate""
]",sumatriptan
16714053211,sumatriptan 50 mg oral tablet,generic,"[
  ""sumatriptan 50 mg""
]","[
  ""sumatriptan""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sumatriptan Oral Product"",
  ""sumatriptan Pill""
]","[
  ""sumatriptan succinate""
]",sumatriptan
16714053311,sumatriptan 100 mg oral tablet,generic,"[
  ""sumatriptan 100 mg""
]","[
  ""sumatriptan""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sumatriptan Oral Product"",
  ""sumatriptan Pill""
]","[
  ""sumatriptan succinate""
]",sumatriptan
16714061104,sertraline 25 mg oral tablet,generic,"[
  ""sertraline 25 mg""
]","[
  ""sertraline""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061105,sertraline 25 mg oral tablet,generic,"[
  ""sertraline 25 mg""
]","[
  ""sertraline""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061106,sertraline 25 mg oral tablet,generic,"[
  ""sertraline 25 mg""
]","[
  ""sertraline""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061204,sertraline 50 mg oral tablet,generic,"[
  ""sertraline 50 mg""
]","[
  ""sertraline""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061205,sertraline 50 mg oral tablet,generic,"[
  ""sertraline 50 mg""
]","[
  ""sertraline""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061305,sertraline 100 mg oral tablet,generic,"[
  ""sertraline 100 mg""
]","[
  ""sertraline""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061306,sertraline 100 mg oral tablet,generic,"[
  ""sertraline 100 mg""
]","[
  ""sertraline""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sertraline Oral Product"",
  ""sertraline Pill""
]","[
  ""sertraline hydrochloride""
]",sertraline
16714061601,famciclovir 500 mg oral tablet,generic,"[
  ""famciclovir 500 mg""
]","[
  ""famciclovir""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""famciclovir Oral Product"",
  ""famciclovir Pill""
]",,famciclovir
16714062101,zolpidem tartrate 5 mg oral tablet,generic,"[
  ""zolpidem tartrate 5 mg""
]","[
  ""zolpidem""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""zolpidem Oral Product"",
  ""zolpidem Pill""
]","[
  ""zolpidem tartrate""
]",zolpidem
16714062102,zolpidem tartrate 5 mg oral tablet,generic,"[
  ""zolpidem tartrate 5 mg""
]","[
  ""zolpidem""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""zolpidem Oral Product"",
  ""zolpidem Pill""
]","[
  ""zolpidem tartrate""
]",zolpidem
16714062201,zolpidem tartrate 10 mg oral tablet,generic,"[
  ""zolpidem tartrate 10 mg""
]","[
  ""zolpidem""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""zolpidem Oral Product"",
  ""zolpidem Pill""
]","[
  ""zolpidem tartrate""
]",zolpidem
16714062202,zolpidem tartrate 10 mg oral tablet,generic,"[
  ""zolpidem tartrate 10 mg""
]","[
  ""zolpidem""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""zolpidem Oral Product"",
  ""zolpidem Pill""
]","[
  ""zolpidem tartrate""
]",zolpidem
16714063301,alendronic acid 70 mg oral tablet,generic,"[
  ""alendronic acid 70 mg""
]","[
  ""alendronate""
]",[],70 MG,,70.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""alendronate Pill"",
  ""alendronate Oral Product""
]","[
  ""alendronate sodium"",
  ""alendronic acid""
]",alendronate
16714065102,ciprofloxacin 250 mg oral tablet,generic,"[
  ""ciprofloxacin 250 mg""
]","[
  ""ciprofloxacin""
]",[],250 MG,,250.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ciprofloxacin Oral Product"",
  ""ciprofloxacin Pill""
]","[
  ""ciprofloxacin lactate"",
  ""ciprofloxacin hydrochloride""
]",ciprofloxacin
16714065202,ciprofloxacin 500 mg oral tablet,generic,"[
  ""ciprofloxacin 500 mg""
]","[
  ""ciprofloxacin""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ciprofloxacin Oral Product"",
  ""ciprofloxacin Pill""
]","[
  ""ciprofloxacin lactate"",
  ""ciprofloxacin hydrochloride""
]",ciprofloxacin
16714065204,ciprofloxacin 500 mg oral tablet,generic,"[
  ""ciprofloxacin 500 mg""
]","[
  ""ciprofloxacin""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ciprofloxacin Oral Product"",
  ""ciprofloxacin Pill""
]","[
  ""ciprofloxacin lactate"",
  ""ciprofloxacin hydrochloride""
]",ciprofloxacin
16714065901,venlafaxine 100 mg oral tablet,generic,"[
  ""venlafaxine 100 mg""
]","[
  ""venlafaxine""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""venlafaxine Oral Product"",
  ""venlafaxine Pill""
]","[
  ""venlafaxine hydrochloride""
]",venlafaxine
16714066101,gabapentin 100 mg oral capsule,generic,"[
  ""gabapentin 100 mg""
]","[
  ""gabapentin""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714066102,gabapentin 100 mg oral capsule,generic,"[
  ""gabapentin 100 mg""
]","[
  ""gabapentin""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714066201,gabapentin 300 mg oral capsule,generic,"[
  ""gabapentin 300 mg""
]","[
  ""gabapentin""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714066202,gabapentin 300 mg oral capsule,generic,"[
  ""gabapentin 300 mg""
]","[
  ""gabapentin""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714066301,gabapentin 400 mg oral capsule,generic,"[
  ""gabapentin 400 mg""
]","[
  ""gabapentin""
]",[],400 MG,,400.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
16714068302,simvastatin 20 mg oral tablet,generic,"[
  ""simvastatin 20 mg""
]","[
  ""simvastatin""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""simvastatin Oral Product"",
  ""simvastatin Pill""
]",,simvastatin
16714068303,simvastatin 20 mg oral tablet,generic,"[
  ""simvastatin 20 mg""
]","[
  ""simvastatin""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""simvastatin Oral Product"",
  ""simvastatin Pill""
]",,simvastatin
16714068403,simvastatin 40 mg oral tablet,generic,"[
  ""simvastatin 40 mg""
]","[
  ""simvastatin""
]",[],40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""simvastatin Oral Product"",
  ""simvastatin Pill""
]",,simvastatin
16714069101,fluconazole 100 mg oral tablet,generic,"[
  ""fluconazole 100 mg""
]","[
  ""fluconazole""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluconazole Oral Product"",
  ""fluconazole Pill""
]",,fluconazole
16714069211,fluconazole 150 mg oral tablet,generic,"[
  ""fluconazole 150 mg""
]","[
  ""fluconazole""
]",[],150 MG,,150.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluconazole Oral Product"",
  ""fluconazole Pill""
]",,fluconazole
16714069301,fluconazole 200 mg oral tablet,generic,"[
  ""fluconazole 200 mg""
]","[
  ""fluconazole""
]",[],200 MG,,200.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluconazole Oral Product"",
  ""fluconazole Pill""
]",,fluconazole
16714069701,valacyclovir 1000 mg oral tablet,generic,"[
  ""valacyclovir 1000 mg""
]","[
  ""valacyclovir""
]",[],1000 MG,,1000.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""valacyclovir Oral Product"",
  ""valacyclovir Pill""
]","[
  ""valacyclovir hydrochloride""
]",valacyclovir
16714069703,valacyclovir 1000 mg oral tablet,generic,"[
  ""valacyclovir 1000 mg""
]","[
  ""valacyclovir""
]",[],1000 MG,,1000.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""valacyclovir Oral Product"",
  ""valacyclovir Pill""
]","[
  ""valacyclovir hydrochloride""
]",valacyclovir
16714070001,lamotrigine 25 mg oral tablet,generic,"[
  ""lamotrigine 25 mg""
]","[
  ""lamotrigine""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""lamotrigine Oral Product"",
  ""lamotrigine Pill""
]",,lamotrigine
16714070101,lamotrigine 100 mg oral tablet,generic,"[
  ""lamotrigine 100 mg""
]","[
  ""lamotrigine""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""lamotrigine Oral Product"",
  ""lamotrigine Pill""
]",,lamotrigine
16714071301,tamsulosin hydrochloride 0.4 mg oral capsule,generic,"[
  ""tamsulosin hydrochloride 0.4 mg""
]","[
  ""tamsulosin""
]",[],0.4 MG,,0.4,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tamsulosin Oral Product"",
  ""tamsulosin Pill""
]","[
  ""tamsulosin hydrochloride""
]",tamsulosin
16714071302,tamsulosin hydrochloride 0.4 mg oral capsule,generic,"[
  ""tamsulosin hydrochloride 0.4 mg""
]","[
  ""tamsulosin""
]",[],0.4 MG,,0.4,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tamsulosin Oral Product"",
  ""tamsulosin Pill""
]","[
  ""tamsulosin hydrochloride""
]",tamsulosin
16714071501,omeprazole 20 mg delayed release oral capsule,generic,"[
  ""omeprazole 20 mg""
]","[
  ""omeprazole""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""omeprazole Oral Product"",
  ""omeprazole Pill""
]","[
  ""omeprazole sodium"",
  ""omeprazole magnesium""
]",omeprazole
16714071502,omeprazole 20 mg delayed release oral capsule,generic,"[
  ""omeprazole 20 mg""
]","[
  ""omeprazole""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""omeprazole Oral Product"",
  ""omeprazole Pill""
]","[
  ""omeprazole sodium"",
  ""omeprazole magnesium""
]",omeprazole
16714071503,omeprazole 20 mg delayed release oral capsule,generic,"[
  ""omeprazole 20 mg""
]","[
  ""omeprazole""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""omeprazole Oral Product"",
  ""omeprazole Pill""
]","[
  ""omeprazole sodium"",
  ""omeprazole magnesium""
]",omeprazole
16714072102,fluoxetine 20 mg oral capsule,generic,"[
  ""fluoxetine 20 mg""
]","[
  ""fluoxetine""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluoxetine Oral Product"",
  ""fluoxetine Pill""
]","[
  ""fluoxetine hydrochloride""
]",fluoxetine
16714072103,fluoxetine 20 mg oral capsule,generic,"[
  ""fluoxetine 20 mg""
]","[
  ""fluoxetine""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""fluoxetine Oral Product"",
  ""fluoxetine Pill""
]","[
  ""fluoxetine hydrochloride""
]",fluoxetine
00409337904,piperacillin 4000 mg / tazobactam 500 mg injection,generic,"[
  ""tazobactam 500 mg"",
  ""piperacillin 4000 mg""
]","[
  ""piperacillin"",
  ""tazobactam""
]",[],4000 MG / 500 MG,,4000.0,"[
  ""Injectable Product""
]","[
  ""piperacillin / tazobactam Injectable Product""
]",,piperacillin || tazobactam
00409338513,piperacillin 3000 mg / tazobactam 375 mg injection,generic,"[
  ""piperacillin 3000 mg"",
  ""tazobactam 375 mg""
]","[
  ""piperacillin"",
  ""tazobactam""
]",[],3000 MG / 375 MG,,3000.0,"[
  ""Injectable Product""
]","[
  ""piperacillin / tazobactam Injectable Product""
]",,piperacillin || tazobactam
00409338513,piperacillin 200 mg/ml / tazobactam 25 mg/ml injectable solution,generic,"[
  ""piperacillin 200 mg/ml"",
  ""tazobactam 25 mg/ml""
]","[
  ""piperacillin"",
  ""tazobactam""
]",[],200 MG/ML / 25 MG/ML,,200.0,"[
  ""Injectable Product""
]","[
  ""piperacillin / tazobactam Injectable Product""
]",,piperacillin || tazobactam
00409341401,2 ml metoclopramide 5 mg/ml injection,generic,"[
  ""metoclopramide 5 mg/ml""
]","[
  ""metoclopramide""
]",[],5 MG/ML,2 ML,5.0,"[
  ""Injectable Product""
]","[
  ""metoclopramide Injectable Product""
]","[
  ""metoclopramide dihydrochloride"",
  ""metoclopramide hydrochloride""
]",metoclopramide
00409341418,2 ml metoclopramide 5 mg/ml injection,generic,"[
  ""metoclopramide 5 mg/ml""
]","[
  ""metoclopramide""
]",[],5 MG/ML,2 ML,5.0,"[
  ""Injectable Product""
]","[
  ""metoclopramide Injectable Product""
]","[
  ""metoclopramide dihydrochloride"",
  ""metoclopramide hydrochloride""
]",metoclopramide
00409379301,1 ml ketorolac tromethamine 15 mg/ml injection,generic,"[
  ""ketorolac tromethamine 15 mg/ml""
]","[
  ""ketorolac""
]",[],15 MG/ML,1 ML,15.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379319,1 ml ketorolac tromethamine 15 mg/ml injection,generic,"[
  ""ketorolac tromethamine 15 mg/ml""
]","[
  ""ketorolac""
]",[],15 MG/ML,1 ML,15.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379501,ketorolac tromethamine 30 mg/ml injectable solution,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379501,1 ml ketorolac tromethamine 30 mg/ml injection,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,1 ML,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379519,1 ml ketorolac tromethamine 30 mg/ml injection,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,1 ML,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379519,ketorolac tromethamine 30 mg/ml injectable solution,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379549,1 ml ketorolac tromethamine 30 mg/ml injection,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,1 ML,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379549,ketorolac tromethamine 30 mg/ml injectable solution,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379601,ketorolac tromethamine 30 mg/ml injectable solution,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379601,2 ml ketorolac tromethamine 30 mg/ml injection,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,2 ML,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379619,2 ml ketorolac tromethamine 30 mg/ml injection,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,2 ML,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
00409379619,ketorolac tromethamine 30 mg/ml injectable solution,generic,"[
  ""ketorolac tromethamine 30 mg/ml""
]","[
  ""ketorolac""
]",[],30 MG/ML,,30.0,"[
  ""Injectable Product""
]","[
  ""ketorolac Injectable Product""
]","[
  ""ketorolac tromethamine""
]",ketorolac
